record_id,source_dataset,source_file,source_component,imputed_fields,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_seasons_area_after_bund_correction_ha,all_seasons_area_before_bund_correction_ha,all_seasons_areaafter_bund_correction_factor,all_seasons_areabefore_bund_correction_factor,all_seasons_production,all_seasons_yield,altitude,apparent_density,area_hectare,avg_temperature_celsius,boron,boron1,ca_mg,ca_mg1,calcium,calcium1,cane_yield_t_ha,cat_sat_ca,cat_sat_h,cat_sat_k,cat_sat_mg,cat_sat_na,ccci_s2,ccs_percent,ccs_yield_t_ha,cec,cec1,clay,climate_index,common_name,conductivity,crop_duration_days,crop_type,crop_year,cupper,cupper1,date,district,district_code,district_name,district_year,drought_tolerance,dvi_fusion,dvi_l8,dvi_l9,dvi_s2,evi_fusion,evi_l8,evi_l9,evi_s2,farm_id,farm_name,farm_rotun,fertilizer_name,field_capacity,final_evaluation,gndvi_fusion,gndvi_l8,gndvi_l9,gndvi_s2,growth_stage,height_stalk,humidity,iron,iron1,irrigation_frequency_per_month,k_mg,ketinggian_tebu,kharif_area_after_bund_correction_ha,kharif_area_before_bund_correction_ha,kharif_areaafter_bund_correction_factor,kharif_areabefore_bund_correction_factor,kharif_production,kharif_yield,latitude,light_intensity,longitude,magnesium,magnesium1,manganese,manganese1,maturity,mcari_l8,moisture,ndre_s2,ndvi,ndvi_fusion,ndvi_l8,ndvi_l9,ndvi_s2,ndvi_temp_fusion,ndvi_temp_l8,ndvi_temp_s2,ndwi_fusion,ndwi_l8,ndwi_l9,ndwi_s2,nitrogen,nitrogen_n_kg_per_acre,nitrogen_nitrate,notification_no,organic_matter,organic_matter1,original_file,pctclay,pctsand,pctsilt,permanent_wilting_point,pest_control_applied,phosphorous,phosphorus,phosphorus1,phosphorus_p_kg_per_acre,plant_age,planting_cycle,planting_season,potasium1,potassium,potassium_k_kg_per_acre,precipitation,production_tonnes,rabi_area_after_bund_correction_ha,rabi_area_before_bund_correction_ha,rabi_areaafter_bund_correction_factor,rabi_areabefore_bund_correction_factor,rabi_production,rabi_yield,rainfall_mm,ratooning_ability,reci_s2,recommended_states,red_rot_resistance,region,relative_humidity,rotun,rotun_tebu,rvi_fusion,rvi_l8,rvi_l9,rvi_s2,s_no,salinity_tolerance,sample_number,sand,savi_fusion,savi_l8,savi_l9,savi_s2,season,seed_variety,silt,slno,smut_resistance,sodium,sodium1,soil_ph,soil_ph1,soil_type,special_features,stalk_diameter,stalk_weight,state_code,state_name,sucrose_percent,sugarcane_irrigated_area_1000_ha,sulfur,sulfur1,summer_area_after_bund_correction_ha,summer_area_before_bund_correction_ha,summer_areaafter_bund_correction_factor,summer_areabefore_bund_correction_factor,summer_production,summer_yield,sunlight_hours_per_day,system_index,temp_humidity_interaction,temperature,temperature_humidity_interaction,texture1,total_stalk,type,variety,variety_name,vegetation_health,vegetation_health_fusion,vegetation_health_l8,vegetation_health_s2,water_stress_index,waterlogging_tolerance,wdrvi_fusion,wdrvi_l9,wdrvi_s2,year,year_of_release,yield_quintal_per_acre,yield_t_ha,yield_tons_per_hectare,zinc,zinc1,zone
production_15070,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,SURGUJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7757937,,,,
production_15071,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,DADRA AND NAGAR HAVELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabi,,,,,,,,,,,,,,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,
production_15072,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,DADRA AND NAGAR HAVELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,,,,,,,,,,,,,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9150.519031,,,,
production_15073,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,DADRA AND NAGAR HAVELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabi,,,,,,,,,,,,,,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,
production_15074,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,NORTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693.548387,,,,
production_15075,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,NORTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.736434,,,,
production_15076,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,NORTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.043796,,,,
production_15077,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,SOUTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564200,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610.866753,,,,
production_15078,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,SOUTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436.235595,,,,
production_15079,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,SOUTH GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164900,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.24767,,,,
production_15080,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,AMRELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7185.714286,,,,
production_15081,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,AMRELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55800,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,,,,
production_15082,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,AMRELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270.454545,,,,
production_15083,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,ANAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359400,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188,,,,
production_15084,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24950,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,BHARUCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163684500,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6560.501002,,,,
production_15085,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32140,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,BHARUCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,,,,
production_15086,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30210,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,BHARUCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,
production_15087,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,BHAVNAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71900,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7190,,,,
production_15088,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,BHAVNAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,,,,
production_15089,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,BHAVNAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,
production_15090,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,BOTAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,,,,
production_15091,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,BOTAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28600,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7150,,,,
production_15092,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,DANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974200,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.095541,,,,
production_15093,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,DANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800,,,,
production_15094,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,GIR SOMNATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18714400,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7850,,,,
production_15095,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,GIR SOMNATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28687300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.342851,,,,
production_15096,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,GIR SOMNATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24841800,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400,,,,
production_15097,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,JAMNAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,,,,
production_15098,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,JUNAGADH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.6,,,,
production_15099,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,JUNAGADH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085600,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7237.333333,,,,
production_15100,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,MAHISAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.378486,,,,
production_15101,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,MORBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7187.5,,,,
production_15102,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,MORBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744600,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205,,,,
production_15103,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,MORBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667.032967,,,,
production_15104,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5645,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,NARMADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,
production_15105,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,NARMADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36039300,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,,,
production_15106,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7849,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,NARMADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59491500,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7579.500573,,,,
production_15107,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12878,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,NAVSARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86475800,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715.00233,,,,
production_15108,production,Cleaned_Sugarcane_Dataset.csv,production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16563,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,NAVSARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113622200,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Year,,,,,,,,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6860.001208,,,,
