state,variety,area_hectare,soil_type,soil_ph,soil_moisture,rainfall_mm,temperature_c,humidity_pct,growth_stage,historical_yield,yield
Tamil Nadu,Co 86032,260.0,Clay Loam,7.03,72.2,1400.0,31.4,70.3,Germination,101.68,110.07
Tamil Nadu,Co 86032,361.0,Clay Loam,6.77,83.9,1400.0,31.4,69.6,Tillering,110.07,104.69
Tamil Nadu,Co 86032,502.0,Clay Loam,7.1,64.8,1400.0,31.4,63.7,Grand Growth,104.69,122.79
Tamil Nadu,Co 86032,334.0,Clay Loam,6.49,70.6,1400.0,31.4,66.1,Maturity,122.79,107.54
Tamil Nadu,Co 86032,323.0,Clay Loam,6.85,71.8,1400.0,31.4,68.6,Harvest,107.54,106.21
Tamil Nadu,Co 86032,456.0,Clay Loam,6.54,81.6,1400.0,31.4,67.7,Planting,106.21,101.45
Tamil Nadu,Co 86032,550.0,Clay Loam,7.08,63.0,1400.0,31.4,70.6,Germination,101.45,108.41
Tamil Nadu,Co 86032,592.0,Clay Loam,7.1,66.8,1400.0,31.4,69.7,Tillering,108.41,112.53
Tamil Nadu,Co 86032,472.0,Clay Loam,7.06,66.7,1400.0,31.4,73.1,Grand Growth,112.53,97.64
Tamil Nadu,Co 86032,422.0,Clay Loam,6.64,68.9,1400.0,31.4,64.2,Maturity,97.64,103.57
Tamil Nadu,Co 86032,10765.0,Clay Loam,6.75,71.3,1400.0,31.4,71.5,Maturity,1153.14,133.8
Tamil Nadu,Co 86032,8926.0,Clay Loam,6.8,83.6,1400.0,31.4,66.9,Harvest,133.8,133.61
Tamil Nadu,Co 86032,9953.0,Clay Loam,7.01,64.9,1400.0,31.4,69.7,Planting,133.61,133.61
Tamil Nadu,Co 86032,9455.0,Clay Loam,6.71,81.0,1400.0,31.4,72.4,Germination,133.61,85.92
Tamil Nadu,Co 86032,4986.0,Clay Loam,6.59,71.2,1400.0,31.4,67.0,Tillering,85.92,64.26
Tamil Nadu,Co 86032,4756.0,Clay Loam,6.86,68.9,1400.0,31.4,70.3,Grand Growth,64.26,94.65
Tamil Nadu,Co 86032,6399.0,Clay Loam,7.29,62.9,1400.0,31.4,69.7,Maturity,94.65,91.24
Tamil Nadu,Co 86032,10468.0,Clay Loam,7.13,81.5,1400.0,31.4,60.2,Harvest,91.24,93.8
Tamil Nadu,Co 86032,12797.0,Clay Loam,6.69,75.8,1400.0,31.4,64.7,Planting,93.8,105.39
Tamil Nadu,Co 86032,11610.0,Clay Loam,7.21,64.1,1400.0,31.4,76.8,Germination,105.39,92.39
Tamil Nadu,Co 86032,11453.0,Clay Loam,6.69,67.2,1400.0,31.4,67.3,Tillering,92.39,93.01
Tamil Nadu,Co 86032,11296.0,Clay Loam,6.04,74.6,1400.0,31.4,64.5,Grand Growth,93.01,82.39
Tamil Nadu,Co 86032,12339.0,Black Soil,7.53,72.2,1400.0,31.4,70.5,Maturity,82.39,105.55
Tamil Nadu,Co 86032,12218.0,Clay Loam,6.77,60.0,1400.0,31.4,71.0,Harvest,105.55,100.07
Tamil Nadu,Co 86032,15485.0,Clay Loam,7.12,67.1,1400.0,31.4,74.0,Planting,100.07,85.34
Tamil Nadu,Co 86032,12652.0,Clay Loam,6.7,66.3,1400.0,31.4,66.8,Germination,85.34,96.08
Tamil Nadu,Co 86032,4390.0,Clay Loam,6.34,74.1,1400.0,31.4,70.8,Germination,821.44,122.73
Tamil Nadu,Co 86032,5594.0,Clay Loam,6.96,74.7,1400.0,31.4,55.0,Tillering,122.73,89.29
Tamil Nadu,Co 86032,7050.0,Alluvial Soil,6.9,62.6,1400.0,31.4,71.6,Grand Growth,89.29,89.29
Tamil Nadu,Co 86032,5033.0,Red Loam,6.39,63.1,1400.0,31.4,67.9,Maturity,89.29,86.61
Tamil Nadu,Co 86032,5039.0,Clay Loam,7.16,74.8,1400.0,31.4,68.0,Harvest,86.61,91.84
Tamil Nadu,Co 86032,3357.0,Clay Loam,7.41,71.2,1400.0,31.4,68.4,Planting,91.84,101.68
Tamil Nadu,Co 86032,2248.0,Clay Loam,7.37,73.4,1400.0,31.4,85.4,Germination,101.68,86.97
Tamil Nadu,Co 86032,3995.0,Clay Loam,6.62,80.3,1400.0,31.4,67.2,Tillering,86.97,95.59
Tamil Nadu,Co 86032,6090.0,Clay Loam,7.02,70.1,1400.0,31.4,69.2,Grand Growth,95.59,106.11
Tamil Nadu,Co 86032,5992.0,Clay Loam,6.78,72.4,1400.0,31.4,71.8,Maturity,106.11,100.51
Tamil Nadu,Co 86032,5298.0,Clay Loam,6.87,64.0,1400.0,31.4,61.8,Harvest,100.51,110.73
Tamil Nadu,Co 86032,4980.0,Clay Loam,7.1,74.1,1400.0,31.4,77.4,Planting,110.73,97.88
Tamil Nadu,Co 86032,5219.0,Clay Loam,6.26,70.3,1400.0,31.4,75.4,Germination,97.88,87.4
Tamil Nadu,Co 86032,6283.0,Clay Loam,6.61,74.3,1400.0,31.4,57.3,Tillering,87.4,123.93
Tamil Nadu,Co 86032,6091.0,Clay Loam,6.66,70.4,1400.0,31.4,62.8,Grand Growth,123.93,90.11
Tamil Nadu,Co 86032,5257.0,Clay Loam,6.98,73.8,1400.0,31.4,66.8,Maturity,90.11,63.09
Tamil Nadu,Co 86032,13897.0,Clay Loam,7.39,65.8,1400.0,31.4,75.8,Maturity,785.46,89.53
Tamil Nadu,Co 86032,11718.0,Clay Loam,6.68,69.5,1400.0,31.4,71.1,Harvest,89.53,91.25
Tamil Nadu,Co 86032,11593.0,Black Soil,7.65,64.7,1400.0,31.4,70.4,Planting,91.25,91.25
Tamil Nadu,Co 86032,11356.0,Clay Loam,6.53,71.4,1400.0,31.4,67.2,Germination,91.25,95.7
Tamil Nadu,Co 86032,10966.0,Clay Loam,6.46,65.0,1400.0,31.4,77.5,Tillering,95.7,102.31
Tamil Nadu,Co 86032,9711.0,Clay Loam,6.35,73.3,1400.0,31.4,67.2,Grand Growth,102.31,124.19
Tamil Nadu,Co 86032,12000.0,Clay Loam,6.38,73.0,1400.0,31.4,75.0,Maturity,124.19,113.55
Tamil Nadu,Co 86032,15353.0,Clay Loam,7.14,69.4,1400.0,31.4,66.9,Harvest,113.55,99.64
Tamil Nadu,Co 86032,18374.0,Clay Loam,6.72,63.1,1400.0,31.4,77.5,Planting,99.64,105.38
Tamil Nadu,Co 86032,15507.0,Black Soil,7.24,69.0,1400.0,31.4,68.1,Germination,105.38,108.04
Tamil Nadu,Co 86032,11296.0,Black Soil,7.73,72.7,1400.0,31.4,70.3,Tillering,108.04,99.69
Tamil Nadu,Co 86032,8564.0,Clay Loam,6.92,73.8,1400.0,31.4,67.2,Grand Growth,99.69,106.87
Tamil Nadu,Co 86032,8817.0,Clay Loam,7.02,71.2,1400.0,31.4,67.6,Maturity,106.87,134.39
Tamil Nadu,Co 86032,10665.0,Clay Loam,6.81,73.4,1400.0,31.4,66.7,Harvest,134.39,111.35
Tamil Nadu,Co 86032,11671.0,Clay Loam,7.04,77.2,1400.0,31.4,83.9,Planting,111.35,110.43
Tamil Nadu,Co 86032,8580.0,Clay Loam,6.56,72.2,1400.0,31.4,63.0,Germination,110.43,118.0
Tamil Nadu,Co 86032,104.0,Clay Loam,6.88,67.4,1400.0,31.4,73.7,Germination,1090.91,122.69
Tamil Nadu,Co 86032,240.0,Clay Loam,6.95,68.7,1400.0,31.4,59.3,Tillering,122.69,107.18
Tamil Nadu,Co 86032,14.0,Clay Loam,6.75,73.0,1400.0,31.4,66.3,Grand Growth,107.18,107.14
Tamil Nadu,Co 86032,7.0,Clay Loam,6.8,73.2,1400.0,31.4,66.4,Maturity,107.14,100.0
Tamil Nadu,Co 86032,14.0,Clay Loam,6.87,66.9,1400.0,31.4,66.6,Harvest,100.0,92.14
Tamil Nadu,Co 86032,11.0,Red Loam,6.86,56.9,1400.0,31.4,70.3,Planting,92.14,110.09
Tamil Nadu,Co 86032,11.0,Clay Loam,7.37,70.3,1400.0,31.4,81.3,Germination,110.09,104.73
Tamil Nadu,Co 86032,10.0,Clay Loam,7.04,65.8,1400.0,31.4,66.5,Tillering,104.73,122.8
Tamil Nadu,Co 86032,10.0,Clay Loam,7.08,66.9,1400.0,31.4,64.4,Grand Growth,122.8,107.5
Tamil Nadu,Co 86032,5.0,Clay Loam,6.91,66.3,1400.0,31.4,71.6,Maturity,107.5,106.2
Tamil Nadu,Co 86032,4.0,Clay Loam,6.66,62.6,1400.0,31.4,68.5,Harvest,106.2,97.75
Tamil Nadu,Co 86032,3.0,Clay Loam,7.18,73.6,1400.0,31.4,70.6,Planting,97.75,103.67
Tamil Nadu,Co 86032,13515.0,Clay Loam,6.82,70.4,1400.0,31.4,74.7,Grand Growth,224.25,120.08
Tamil Nadu,Co 86032,12673.0,Clay Loam,6.72,62.0,1400.0,31.4,69.5,Maturity,120.08,123.83
Tamil Nadu,Co 86032,10790.0,Clay Loam,7.27,74.6,1400.0,31.4,69.6,Harvest,123.83,158.57
Tamil Nadu,Co 86032,10590.0,Clay Loam,6.89,70.0,1400.0,31.4,66.9,Planting,158.57,82.91
Tamil Nadu,Co 86032,6988.0,Alluvial Soil,6.73,51.6,1400.0,31.4,64.5,Germination,82.91,99.17
Tamil Nadu,Co 86032,5940.0,Alluvial Soil,7.1,56.1,1400.0,31.4,70.3,Tillering,99.17,121.77
Tamil Nadu,Co 86032,7510.0,Sandy Loam,7.02,54.7,1400.0,31.4,73.8,Grand Growth,121.77,147.26
Tamil Nadu,Co 86032,9055.0,Alluvial Soil,6.74,55.9,1400.0,31.4,70.3,Maturity,147.26,115.07
Tamil Nadu,Co 86032,7658.0,Clay Loam,6.65,71.5,1400.0,31.4,76.6,Harvest,115.07,100.52
Tamil Nadu,Co 86032,6366.0,Clay Loam,6.91,72.1,1400.0,31.4,64.5,Planting,100.52,133.89
Tamil Nadu,Co 86032,5551.0,Clay Loam,7.05,63.4,1400.0,31.4,71.5,Germination,133.89,130.66
Tamil Nadu,Co 86032,5979.0,Clay Loam,7.03,72.0,1400.0,31.4,68.0,Tillering,130.66,119.73
Tamil Nadu,Co 86032,7130.0,Clay Loam,6.98,65.3,1400.0,31.4,68.6,Grand Growth,119.73,130.7
Tamil Nadu,Co 86032,6408.0,Clay Loam,7.04,61.6,1400.0,31.4,81.0,Maturity,130.7,125.79
Tamil Nadu,Co 86032,6425.0,Clay Loam,6.56,69.3,1400.0,31.4,70.7,Harvest,125.79,104.7
Tamil Nadu,Co 86032,8284.0,Clay Loam,6.8,77.0,1400.0,31.4,74.6,Harvest,1980.38,172.87
Tamil Nadu,Co 86032,11280.0,Black Soil,7.63,75.5,1400.0,31.4,67.4,Planting,172.87,120.67
Tamil Nadu,Co 86032,7039.0,Clay Loam,7.41,67.5,1400.0,31.4,72.9,Germination,120.67,120.67
Tamil Nadu,Co 86032,6206.0,Clay Loam,7.09,55.1,1400.0,31.4,70.0,Tillering,120.67,131.03
Tamil Nadu,Co 86032,5993.0,Clay Loam,6.71,79.0,1400.0,31.4,66.4,Grand Growth,131.03,111.06
Tamil Nadu,Co 86032,4530.0,Clay Loam,6.97,62.5,1400.0,31.4,66.4,Maturity,111.06,101.12
Tamil Nadu,Co 86032,3240.0,Clay Loam,6.7,74.5,1400.0,31.4,77.8,Harvest,101.12,101.68
Tamil Nadu,Co 86032,5558.0,Clay Loam,6.8,64.3,1400.0,31.4,71.6,Planting,101.68,102.61
Tamil Nadu,Co 86032,8436.0,Clay Loam,6.97,71.5,1400.0,31.4,62.4,Germination,102.61,135.54
Tamil Nadu,Co 86032,6393.0,Clay Loam,6.82,73.3,1400.0,31.4,70.7,Tillering,135.54,116.97
Tamil Nadu,Co 86032,5615.0,Clay Loam,6.87,72.3,1400.0,31.4,73.3,Grand Growth,116.97,111.64
Tamil Nadu,Co 86032,6200.0,Clay Loam,7.1,63.4,1400.0,31.4,65.5,Maturity,111.64,101.58
Tamil Nadu,Co 86032,6698.0,Clay Loam,6.44,68.2,1400.0,31.4,73.0,Harvest,101.58,110.11
Tamil Nadu,Co 86032,7380.0,Clay Loam,6.61,69.7,1400.0,31.4,77.4,Planting,110.11,108.13
Tamil Nadu,Co 86032,7669.0,Clay Loam,6.7,62.6,1400.0,31.4,76.0,Germination,108.13,97.28
Tamil Nadu,Co 86032,7352.0,Clay Loam,6.74,68.2,1400.0,31.4,76.5,Tillering,97.28,94.99
Tamil Nadu,Co 86032,3126.0,Alluvial Soil,6.75,49.3,1400.0,31.4,66.9,Tillering,623.33,122.73
Tamil Nadu,Co 86032,2174.0,Sandy Loam,6.46,45.6,1400.0,31.4,64.9,Grand Growth,122.73,91.25
Tamil Nadu,Co 86032,2338.0,Clay Loam,7.32,70.5,1400.0,31.4,65.4,Maturity,91.25,91.25
Tamil Nadu,Co 86032,1738.0,Clay Loam,6.15,70.1,1400.0,31.4,84.1,Harvest,91.25,100.17
Tamil Nadu,Co 86032,1632.0,Clay Loam,6.74,59.6,1400.0,31.4,77.8,Planting,100.17,91.84
Tamil Nadu,Co 86032,1765.0,Clay Loam,7.11,78.1,1400.0,31.4,63.7,Germination,91.84,101.68
Tamil Nadu,Co 86032,1834.0,Clay Loam,7.03,75.1,1400.0,31.4,67.5,Tillering,101.68,110.07
Tamil Nadu,Co 86032,3683.0,Clay Loam,6.76,60.7,1400.0,31.4,72.5,Grand Growth,110.07,104.69
Tamil Nadu,Co 86032,2853.0,Clay Loam,6.85,72.7,1400.0,31.4,71.0,Maturity,104.69,122.79
Tamil Nadu,Co 86032,2281.0,Clay Loam,6.34,66.7,1400.0,31.4,69.4,Harvest,122.79,107.54
Tamil Nadu,Co 86032,2370.0,Clay Loam,6.84,65.1,1400.0,31.4,69.3,Planting,107.54,106.21
Tamil Nadu,Co 86032,1695.0,Clay Loam,6.18,66.1,1400.0,31.4,65.6,Germination,106.21,101.45
Tamil Nadu,Co 86032,846.0,Clay Loam,6.38,74.8,1400.0,31.4,71.7,Tillering,101.45,108.41
Tamil Nadu,Co 86032,548.0,Clay Loam,6.96,67.6,1400.0,31.4,71.0,Grand Growth,108.41,112.53
Tamil Nadu,Co 86032,593.0,Clay Loam,6.74,69.1,1400.0,31.4,75.2,Maturity,112.53,97.64
Tamil Nadu,Co 86032,503.0,Clay Loam,6.37,54.5,1400.0,31.4,61.7,Harvest,97.64,103.57
Tamil Nadu,Co 86032,13204.0,Clay Loam,7.02,66.7,1400.0,31.4,65.3,Tillering,1345.54,143.86
Tamil Nadu,Co 86032,6241.0,Clay Loam,6.83,66.5,1400.0,31.4,74.0,Grand Growth,143.86,111.97
Tamil Nadu,Co 86032,4964.0,Clay Loam,7.2,72.9,1400.0,31.4,65.9,Maturity,111.97,111.97
Tamil Nadu,Co 86032,4789.0,Clay Loam,6.52,65.0,1400.0,31.4,61.0,Harvest,111.97,100.19
Tamil Nadu,Co 86032,4614.0,Clay Loam,6.17,61.8,1400.0,31.4,71.5,Planting,100.19,91.84
Tamil Nadu,Co 86032,3135.0,Clay Loam,7.01,80.2,1400.0,31.4,77.6,Germination,91.84,101.68
Tamil Nadu,Co 86032,4470.0,Clay Loam,7.05,59.4,1400.0,31.4,78.7,Tillering,101.68,87.67
Tamil Nadu,Co 86032,7485.0,Clay Loam,6.43,75.0,1400.0,31.4,67.2,Grand Growth,87.67,86.59
Tamil Nadu,Co 86032,7464.0,Clay Loam,6.6,61.3,1400.0,31.4,67.6,Maturity,86.59,98.84
Tamil Nadu,Co 86032,6767.0,Clay Loam,6.91,62.3,1400.0,31.4,66.9,Harvest,98.84,112.84
Tamil Nadu,Co 86032,4962.0,Sandy Loam,7.0,53.3,1400.0,31.4,73.4,Planting,112.84,103.51
Tamil Nadu,Co 86032,4478.0,Black Soil,7.15,69.8,1400.0,31.4,70.8,Germination,103.51,112.84
Tamil Nadu,Co 86032,4817.0,Clay Loam,6.83,74.8,1400.0,31.4,69.5,Tillering,112.84,102.49
Tamil Nadu,Co 86032,5232.0,Clay Loam,6.62,64.6,1400.0,31.4,75.2,Grand Growth,102.49,111.78
Tamil Nadu,Co 86032,4899.0,Red Loam,6.09,54.9,1400.0,31.4,61.9,Maturity,111.78,70.5
Tamil Nadu,Co 86032,4034.0,Clay Loam,6.87,62.3,1400.0,31.4,74.5,Harvest,70.5,111.31
Tamil Nadu,Co 86032,2662.0,Clay Loam,6.9,61.8,1400.0,31.4,61.4,Harvest,1073.76,122.73
Tamil Nadu,Co 86032,5911.0,Red Loam,6.52,51.5,1400.0,31.4,72.6,Planting,122.73,99.81
Tamil Nadu,Co 86032,3585.0,Clay Loam,7.06,64.6,1400.0,31.4,67.4,Germination,99.81,99.81
Tamil Nadu,Co 86032,3736.0,Clay Loam,6.99,72.9,1400.0,31.4,65.7,Tillering,99.81,100.19
Tamil Nadu,Co 86032,3476.0,Red Loam,6.11,63.0,1400.0,31.4,72.0,Grand Growth,100.19,91.84
Tamil Nadu,Co 86032,2707.0,Black Soil,7.44,68.6,1400.0,31.4,70.3,Maturity,91.84,101.68
Tamil Nadu,Co 86032,2771.0,Clay Loam,6.59,60.9,1400.0,31.4,63.8,Harvest,101.68,110.07
Tamil Nadu,Co 86032,4614.0,Clay Loam,6.48,61.4,1400.0,31.4,68.8,Planting,110.07,76.59
Tamil Nadu,Co 86032,5454.0,Clay Loam,7.24,63.7,1400.0,31.4,76.9,Germination,76.59,122.79
Tamil Nadu,Co 86032,6095.0,Clay Loam,7.43,62.9,1400.0,31.4,69.7,Tillering,122.79,102.36
Tamil Nadu,Co 86032,6177.0,Clay Loam,6.87,77.5,1400.0,31.4,64.9,Grand Growth,102.36,100.37
Tamil Nadu,Co 86032,4782.0,Clay Loam,7.05,59.4,1400.0,31.4,74.1,Maturity,100.37,87.04
Tamil Nadu,Co 86032,4776.0,Clay Loam,6.82,68.3,1400.0,31.4,74.3,Harvest,87.04,101.27
Tamil Nadu,Co 86032,5110.0,Clay Loam,7.05,63.7,1400.0,31.4,69.7,Planting,101.27,85.58
Tamil Nadu,Co 86032,3534.0,Clay Loam,7.46,76.3,1400.0,31.4,71.0,Germination,85.58,77.42
Tamil Nadu,Co 86032,3369.0,Sandy Loam,6.99,45.3,1400.0,31.4,71.3,Tillering,77.42,63.82
Tamil Nadu,Co 86032,6703.0,Clay Loam,6.78,69.0,1400.0,31.4,59.6,Germination,119.49,110.85
Tamil Nadu,Co 86032,6878.0,Sandy Loam,7.32,64.9,1400.0,31.4,68.1,Tillering,110.85,122.3
Tamil Nadu,Co 86032,7633.0,Clay Loam,7.0,69.3,1400.0,31.4,68.4,Grand Growth,122.3,121.14
Tamil Nadu,Co 86032,5347.0,Clay Loam,7.11,66.7,1400.0,31.4,73.9,Maturity,121.14,91.89
Tamil Nadu,Co 86032,4713.0,Sandy Loam,7.4,57.8,1400.0,31.4,72.8,Harvest,91.89,98.01
Tamil Nadu,Co 86032,27897.0,Black Soil,7.79,62.0,1400.0,31.4,82.2,Planting,865.32,97.91
Tamil Nadu,Co 86032,26753.0,Clay Loam,6.67,71.8,1400.0,31.4,61.7,Germination,97.91,91.44
Tamil Nadu,Co 86032,24586.0,Red Loam,5.59,63.5,1400.0,31.4,74.6,Tillering,91.44,91.44
Tamil Nadu,Co 86032,23586.0,Clay Loam,6.51,84.1,1400.0,31.4,73.1,Grand Growth,91.44,46.09
Tamil Nadu,Co 86032,12014.0,Clay Loam,6.96,67.0,1400.0,31.4,60.3,Maturity,46.09,14.31
Tamil Nadu,Co 86032,7404.0,Clay Loam,7.29,65.1,1400.0,31.4,70.6,Harvest,85.26,87.34
Tamil Nadu,Co 86032,17231.0,Clay Loam,6.6,57.3,1400.0,31.4,72.5,Planting,87.34,92.66
Tamil Nadu,Co 86032,27263.0,Clay Loam,6.93,70.1,1400.0,31.4,73.5,Germination,92.66,94.81
Tamil Nadu,Co 86032,31014.0,Clay Loam,7.27,65.2,1400.0,31.4,69.5,Tillering,94.81,102.36
Tamil Nadu,Co 86032,28227.0,Clay Loam,6.69,61.0,1400.0,31.4,58.8,Grand Growth,102.36,116.15
Tamil Nadu,Co 86032,24198.0,Red Loam,7.13,52.7,1400.0,31.4,62.6,Maturity,116.15,98.91
Tamil Nadu,Co 86032,24467.0,Clay Loam,6.51,74.4,1400.0,31.4,67.4,Harvest,98.91,93.68
Tamil Nadu,Co 86032,31435.0,Clay Loam,6.71,76.4,1400.0,31.4,65.3,Planting,93.68,93.83
Tamil Nadu,Co 86032,37794.0,Clay Loam,7.1,67.4,1400.0,31.4,72.6,Germination,93.83,116.72
Tamil Nadu,Co 86032,43477.0,Clay Loam,7.17,71.5,1400.0,31.4,74.9,Tillering,116.72,100.67
Tamil Nadu,Co 86032,37783.0,Clay Loam,6.95,60.9,1400.0,31.4,64.3,Grand Growth,100.67,81.64
Tamil Nadu,Co 86032,31.0,Clay Loam,6.96,73.3,1400.0,31.4,67.1,Grand Growth,1077.78,122.58
Tamil Nadu,Co 86032,131.0,Clay Loam,7.04,75.5,1400.0,31.4,64.6,Maturity,122.58,107.02
Tamil Nadu,Co 86032,57.0,Clay Loam,7.1,66.0,1400.0,31.4,67.9,Harvest,107.02,107.02
Tamil Nadu,Co 86032,113.0,Clay Loam,6.65,73.9,1400.0,31.4,73.0,Planting,107.02,100.0
Tamil Nadu,Co 86032,113.0,Clay Loam,6.78,85.0,1400.0,31.4,65.3,Germination,100.0,91.86
Tamil Nadu,Co 86032,69.0,Clay Loam,6.56,80.1,1400.0,31.4,65.2,Tillering,91.86,101.68
Tamil Nadu,Co 86032,60.0,Clay Loam,7.28,65.1,1400.0,31.4,77.1,Grand Growth,101.68,110.07
Tamil Nadu,Co 86032,155.0,Clay Loam,6.45,61.2,1400.0,31.4,68.9,Maturity,110.07,104.69
Tamil Nadu,Co 86032,219.0,Clay Loam,6.84,62.8,1400.0,31.4,62.8,Harvest,104.69,122.79
Tamil Nadu,Co 86032,231.0,Clay Loam,6.84,74.7,1400.0,31.4,76.0,Planting,122.79,107.54
Tamil Nadu,Co 86032,253.0,Black Soil,7.53,78.8,1400.0,31.4,72.3,Germination,107.54,106.21
Tamil Nadu,Co 86032,428.0,Clay Loam,6.85,71.3,1400.0,31.4,68.2,Tillering,106.21,101.45
Tamil Nadu,Co 86032,562.0,Clay Loam,6.29,78.4,1400.0,31.4,66.9,Grand Growth,101.45,108.41
Tamil Nadu,Co 86032,581.0,Clay Loam,6.85,72.0,1400.0,31.4,69.9,Maturity,108.41,112.53
Tamil Nadu,Co 86032,457.0,Alluvial Soil,6.94,57.5,1400.0,31.4,69.5,Harvest,112.53,97.63
Tamil Nadu,Co 86032,204.0,Clay Loam,7.15,68.9,1400.0,31.4,70.0,Planting,97.63,103.57
Tamil Nadu,Co 86032,27098.0,Clay Loam,6.74,64.2,1400.0,31.4,67.6,Grand Growth,759.12,79.58
Tamil Nadu,Co 86032,30528.0,Clay Loam,6.95,63.3,1400.0,31.4,70.0,Maturity,79.58,87.14
Tamil Nadu,Co 86032,26879.0,Clay Loam,7.26,75.4,1400.0,31.4,70.8,Harvest,87.14,87.14
Tamil Nadu,Co 86032,28682.0,Clay Loam,6.93,60.6,1400.0,31.4,73.4,Planting,87.14,48.87
Tamil Nadu,Co 86032,14397.0,Clay Loam,6.51,68.2,1400.0,31.4,66.5,Germination,48.87,78.8
Tamil Nadu,Co 86032,12772.0,Clay Loam,7.08,73.5,1400.0,31.4,73.7,Tillering,78.8,82.36
Tamil Nadu,Co 86032,12325.0,Clay Loam,7.18,82.2,1400.0,31.4,63.6,Grand Growth,82.36,81.19
Tamil Nadu,Co 86032,17202.0,Clay Loam,7.21,68.3,1400.0,31.4,70.3,Maturity,81.19,82.02
Tamil Nadu,Co 86032,22680.0,Clay Loam,6.53,66.9,1400.0,31.4,68.0,Harvest,82.02,96.36
Tamil Nadu,Co 86032,20938.0,Clay Loam,6.78,72.5,1400.0,31.4,68.1,Planting,96.36,92.89
Tamil Nadu,Co 86032,16775.0,Clay Loam,6.35,67.7,1400.0,31.4,73.7,Germination,92.89,94.3
Tamil Nadu,Co 86032,14329.0,Clay Loam,7.11,70.1,1400.0,31.4,76.8,Tillering,94.3,76.36
Tamil Nadu,Co 86032,14034.0,Clay Loam,6.76,72.2,1400.0,31.4,67.6,Grand Growth,76.36,90.33
Tamil Nadu,Co 86032,15085.0,Clay Loam,7.61,72.6,1400.0,31.4,66.1,Maturity,90.33,96.81
Tamil Nadu,Co 86032,13182.0,Clay Loam,6.7,58.1,1400.0,31.4,66.9,Harvest,96.81,94.4
Tamil Nadu,Co 86032,11591.0,Clay Loam,6.86,71.1,1400.0,31.4,62.1,Planting,94.4,94.36
Tamil Nadu,Co 86032,44737.0,Clay Loam,6.99,76.0,1400.0,31.4,66.9,Planting,1120.06,111.67
Tamil Nadu,Co 86032,42884.0,Clay Loam,6.68,71.5,1400.0,31.4,70.0,Germination,111.67,108.87
Tamil Nadu,Co 86032,40233.0,Clay Loam,7.15,69.6,1400.0,31.4,69.7,Tillering,108.87,108.87
Tamil Nadu,Co 86032,36886.0,Clay Loam,6.66,73.0,1400.0,31.4,74.1,Grand Growth,108.87,118.7
Tamil Nadu,Co 86032,34805.0,Clay Loam,7.16,67.8,1400.0,31.4,62.2,Maturity,118.7,87.16
Tamil Nadu,Co 86032,30279.0,Clay Loam,6.78,77.6,1400.0,31.4,60.8,Harvest,87.16,103.22
Tamil Nadu,Co 86032,39444.0,Clay Loam,7.2,70.3,1400.0,31.4,72.3,Planting,103.22,114.38
Tamil Nadu,Co 86032,56564.0,Clay Loam,6.97,57.2,1400.0,31.4,69.4,Germination,114.38,110.2
Tamil Nadu,Co 86032,61920.0,Clay Loam,7.02,67.5,1400.0,31.4,59.7,Tillering,110.2,132.9
Tamil Nadu,Co 86032,56698.0,Clay Loam,6.8,67.4,1400.0,31.4,67.8,Grand Growth,132.9,102.07
Tamil Nadu,Co 86032,52991.0,Clay Loam,6.49,63.1,1400.0,31.4,63.8,Maturity,102.07,109.48
Tamil Nadu,Co 86032,54139.0,Clay Loam,6.8,60.5,1400.0,31.4,66.7,Harvest,109.48,107.07
Tamil Nadu,Co 86032,64348.0,Clay Loam,6.94,78.6,1400.0,31.4,76.6,Planting,107.07,112.46
Tamil Nadu,Co 86032,73460.0,Clay Loam,7.46,63.4,1400.0,31.4,65.8,Germination,112.46,109.75
Tamil Nadu,Co 86032,79437.0,Clay Loam,6.82,72.1,1400.0,31.4,75.0,Tillering,109.75,109.58
Tamil Nadu,Co 86032,88786.0,Clay Loam,6.95,63.1,1400.0,31.4,74.1,Grand Growth,109.58,119.38
Tamil Nadu,Co 86032,3707.0,Clay Loam,6.99,81.8,1400.0,31.4,66.3,Grand Growth,1073.51,122.73
Tamil Nadu,Co 86032,3052.0,Clay Loam,7.16,63.3,1400.0,31.4,70.3,Maturity,122.73,104.01
Tamil Nadu,Co 86032,3475.0,Black Soil,7.09,70.5,1400.0,31.4,71.9,Harvest,104.01,104.01
Tamil Nadu,Co 86032,3825.0,Alluvial Soil,7.28,51.6,1400.0,31.4,76.5,Planting,104.01,100.18
Tamil Nadu,Co 86032,3580.0,Clay Loam,7.15,67.1,1400.0,31.4,70.5,Germination,100.18,91.84
Tamil Nadu,Co 86032,2871.0,Clay Loam,6.15,74.0,1400.0,31.4,74.0,Tillering,91.84,101.68
Tamil Nadu,Co 86032,2194.0,Clay Loam,7.16,74.9,1400.0,31.4,62.3,Grand Growth,101.68,99.57
Tamil Nadu,Co 86032,3209.0,Clay Loam,6.77,66.3,1400.0,31.4,68.3,Maturity,99.57,115.78
Tamil Nadu,Co 86032,4211.0,Clay Loam,6.94,59.2,1400.0,31.4,64.6,Harvest,115.78,108.23
Tamil Nadu,Co 86032,4438.0,Clay Loam,7.15,70.9,1400.0,31.4,59.8,Planting,108.23,99.07
